,acd,cch,etf,etf-c,fru,fwe,htc,htc-c,htn,htn-c,ior,ldu,mru,ozd,pco,pma,swe,tre,wtu,ecs,pef,description
407 - Tshirt (280g) - C: RNA - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548,1070,"T-shirt / Polo : 0,280kg, matière : 68% Lin provenance  par défaut (Europe), 21% Chanvre provenance  par défaut (Asie - Pacifique), 11% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Afrique, Tricotage Circulaire : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
408 - Tshirt (160g) - C: RME - ATR: 0% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355,849,"T-shirt / Polo : 0,160kg, matière : 93% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), filature : Région - Afrique, Tricotage moyen (par défaut) : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient, distribution : France, utilisation : France, fin de vie : France"
409 - Tshirt (160g) - C: VN - ATR: 100% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640,992,"T-shirt / Polo : 0,160kg, matière : 75% Coton provenance  par défaut (Asie - Pacifique), 12% Polyester provenance  par défaut (Asie - Pacifique), 13% Lin provenance  par défaut (Europe), filature : Myanmar, Tricotage Rectiligne : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
410 - Tshirt (220g) - C: VN - ATR: 0% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911,1193,"T-shirt / Polo : 0,220kg, matière : 57% Coton provenance  par défaut (Asie - Pacifique), 21% Polyester provenance  par défaut (Asie - Pacifique), 22% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tissage : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam, distribution : France, utilisation : France, fin de vie : France"
411 - Tshirt (160g) - C: --- - ATR: 33% - 25€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296,855,"T-shirt / Polo : 0,160kg, matière : 60% Coton provenance  par défaut (Asie - Pacifique), 33% Chanvre provenance  par défaut (Asie - Pacifique), 7% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tissage : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
412 - Tshirt (250g) - C: ROC - ATR: 100% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167,1535,"T-shirt / Polo : 0,250kg, matière : 63% Polyester provenance  par défaut (Asie - Pacifique), 37% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage moyen (par défaut) : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
413 - Tshirt (160g) - C: TR - ATR: 33% - 15€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830,1106,"T-shirt / Polo : 0,160kg, matière : 94% Coton provenance  par défaut (Asie - Pacifique), 5% Chanvre provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Intégral / Whole garment : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
414 - Tshirt (250g) - C: MM - ATR: 100% - 40€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711,1040,"T-shirt / Polo : 0,250kg, matière : 75% Coton provenance  par défaut (Asie - Pacifique), 16% Polyester provenance  par défaut (Asie - Pacifique), 9% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
415 - Tshirt (100g) - C: MM - ATR: 33% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735,440,"T-shirt / Polo : 0,100kg, matière : 85% Coton provenance  par défaut (Asie - Pacifique), 10% Chanvre provenance  par défaut (Asie - Pacifique), 5% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Circulaire : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
416 - Tshirt (130g) - C: MA - ATR: 33% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047,675,"T-shirt / Polo : 0,130kg, matière : 95% Coton provenance  par défaut (Asie - Pacifique), 1% Polyester provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), filature : Inde, Tricotage Circulaire : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
417 - Tshirt (280g) - C: RAS - ATR: 0% - 31€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,1199,"T-shirt / Polo : 0,280kg, matière : 60% Coton provenance  par défaut (Asie - Pacifique), 17% Polyester provenance  par défaut (Asie - Pacifique), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Intégral / Whole garment : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie, distribution : France, utilisation : France, fin de vie : France"
418 - Tshirt (100g) - C: KH - ATR: 0% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914,576,"T-shirt / Polo : 0,100kg, matière : 94% Coton provenance  par défaut (Asie - Pacifique), 5% Polyester provenance  par défaut (Asie - Pacifique), 1% Lin provenance  par défaut (Europe), filature : Cambodge, Tricotage moyen (par défaut) : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge, distribution : France, utilisation : France, fin de vie : France"
419 - Tshirt (220g) - C: REE - ATR: 33% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151,838,"T-shirt / Polo : 0,220kg, matière : 93% Coton provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Intégral / Whole garment : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
420 - Tshirt (160g) - C: TN - ATR: 100% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744,533,"T-shirt / Polo : 0,160kg, matière : 93% Polyester provenance  par défaut (Asie - Pacifique), 7% Chanvre provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage Circulaire : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
421 - Tshirt (100g) - C: KH - ATR: 33% - 39€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,376,"T-shirt / Polo : 0,100kg, matière : 75% Lin provenance  par défaut (Europe), 5% Chanvre provenance  par défaut (Asie - Pacifique), 20% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Circulaire : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
422 - Tshirt (280g) - C: MA - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664,1134,"T-shirt / Polo : 0,280kg, matière : 58% Coton provenance  par défaut (Asie - Pacifique), 5% Polyester provenance  par défaut (Asie - Pacifique), 37% Lin provenance  par défaut (Europe), filature : Turquie, Tricotage Rectiligne : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
423 - Tshirt (100g) - C: FR - ATR: 33% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644,434,"T-shirt / Polo : 0,100kg, matière : 52% Coton provenance  par défaut (Asie - Pacifique), 35% Polyester provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Est, Tricotage Fully fashioned / Seamless : France, ennoblissement : France, impression : non, confection : France (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
424 - Tshirt (220g) - C: REE - ATR: 33% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689,1180,"T-shirt / Polo : 0,220kg, matière : 58% Polyester provenance  par défaut (Asie - Pacifique), 36% Chanvre provenance  par défaut (Asie - Pacifique), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage moyen (par défaut) : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
425 - Tshirt (160g) - C: TN - ATR: 100% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798,1056,"T-shirt / Polo : 0,160kg, matière : 98% Coton provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), filature : Région - Afrique, Tricotage Rectiligne : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
426 - Tshirt (100g) - C: CN - ATR: 0% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688,512,"T-shirt / Polo : 0,100kg, matière : 85% Polyester provenance  par défaut (Asie - Pacifique), 11% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tissage : Chine, ennoblissement : Chine, impression : non, confection : Chine, distribution : France, utilisation : France, fin de vie : France"
427 - Tshirt (160g) - C: BD - ATR: 0% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102,723,"T-shirt / Polo : 0,160kg, matière : 53% Lin provenance  par défaut (Europe), 1% Chanvre provenance  par défaut (Asie - Pacifique), 46% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Rectiligne : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh, distribution : France, utilisation : France, fin de vie : France"
428 - Tshirt (160g) - C: IN - ATR: 100% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479,890,"T-shirt / Polo : 0,160kg, matière : 78% Coton provenance  par défaut (Asie - Pacifique), 15% Polyester provenance  par défaut (Asie - Pacifique), 7% Lin provenance  par défaut (Europe), filature : Région - Moyen-Orient, Tricotage Circulaire : Inde, ennoblissement : Inde, impression : non, confection : Inde (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
429 - Tshirt (280g) - C: ROC - ATR: 100% - 19€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2972,1959,"T-shirt / Polo : 0,280kg, matière : 76% Coton provenance  par défaut (Asie - Pacifique), 7% Lin provenance  par défaut (Europe), 17% Viscose provenance  par défaut (Asie - Pacifique), filature : Chine, Tissage : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
430 - Tshirt (280g) - C: KH - ATR: 0% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141,1339,"T-shirt / Polo : 0,280kg, matière : 90% Coton provenance  par défaut (Asie - Pacifique), 2% Polyester provenance  par défaut (Asie - Pacifique), 8% Lin provenance  par défaut (Europe), filature : Région - Asie, Tricotage Fully fashioned / Seamless : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge, distribution : France, utilisation : France, fin de vie : France"
431 - Tshirt (160g) - C: RLA - ATR: 100% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898,650,"T-shirt / Polo : 0,160kg, matière : 65% Polyester provenance  par défaut (Asie - Pacifique), 14% Chanvre provenance  par défaut (Asie - Pacifique), 21% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tricotage Circulaire : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
432 - Tshirt (250g) - C: RAS - ATR: 100% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095,1467,"T-shirt / Polo : 0,250kg, matière : 89% Lin provenance  par défaut (Europe), 1% Chanvre provenance  par défaut (Asie - Pacifique), 10% Viscose provenance  par défaut (Asie - Pacifique), filature : Inde, Tricotage Fully fashioned / Seamless : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
433 - Tshirt (100g) - C: CN - ATR: 100% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914,627,"T-shirt / Polo : 0,100kg, matière : 72% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), 21% Lin provenance  par défaut (Europe), filature : Région - Asie, Tricotage Rectiligne : Chine, ennoblissement : Chine, impression : non, confection : Chine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
434 - Tshirt (160g) - C: CN - ATR: 100% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559,1081,"T-shirt / Polo : 0,160kg, matière : 50% Coton provenance  par défaut (Asie - Pacifique), 25% Lin provenance  par défaut (Europe), 25% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage moyen (par défaut) : Chine, ennoblissement : Chine, impression : non, confection : Chine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
435 - Tshirt (190g) - C: FR - ATR: 0% - 40€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906,624,"T-shirt / Polo : 0,190kg, matière : 57% Coton provenance  par défaut (Asie - Pacifique), 27% Polyester provenance  par défaut (Asie - Pacifique), 16% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage Rectiligne : France, ennoblissement : France, impression : non, confection : France, distribution : France, utilisation : France, fin de vie : France"
436 - Tshirt (190g) - C: CN - ATR: 33% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664,1078,"T-shirt / Polo : 0,190kg, matière : 51% Coton provenance  par défaut (Asie - Pacifique), 45% Polyester provenance  par défaut (Asie - Pacifique), 4% Lin provenance  par défaut (Europe), filature : Pakistan, Tricotage Intégral / Whole garment : Chine, ennoblissement : Chine, impression : non, confection : Chine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
437 - Tshirt (190g) - C: MA - ATR: 0% - 39€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163,751,"T-shirt / Polo : 0,190kg, matière : 63% Coton provenance  par défaut (Asie - Pacifique), 18% Polyester provenance  par défaut (Asie - Pacifique), 19% Lin provenance  par défaut (Europe), filature : Région - Afrique, Tricotage Fully fashioned / Seamless : Maroc, ennoblissement : Maroc, impression : non, confection : Maroc, distribution : France, utilisation : France, fin de vie : France"
438 - Tshirt (220g) - C: RLA - ATR: 0% - 36€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888,692,"T-shirt / Polo : 0,220kg, matière : 77% Lin provenance  par défaut (Europe), 17% Chanvre provenance  par défaut (Asie - Pacifique), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tricotage Circulaire : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine, distribution : France, utilisation : France, fin de vie : France"
439 - Tshirt (250g) - C: RME - ATR: 100% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705,1115,"T-shirt / Polo : 0,250kg, matière : 57% Coton provenance  par défaut (Asie - Pacifique), 20% Polyester provenance  par défaut (Asie - Pacifique), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Fully fashioned / Seamless : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
440 - Tshirt (250g) - C: REO - ATR: 33% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761,1258,"T-shirt / Polo : 0,250kg, matière : 64% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), 29% Lin provenance  par défaut (Europe), filature : Inconnu (par défaut), Tricotage Intégral / Whole garment : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
441 - Tshirt (160g) - C: RLA - ATR: 33% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346,814,"T-shirt / Polo : 0,160kg, matière : 70% Coton provenance  par défaut (Asie - Pacifique), 20% Polyester provenance  par défaut (Asie - Pacifique), 10% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage Rectiligne : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
442 - Tshirt (160g) - C: IN - ATR: 0% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394,848,"T-shirt / Polo : 0,160kg, matière : 56% Coton provenance  par défaut (Asie - Pacifique), 44% Chanvre provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Rectiligne : Inde, ennoblissement : Inde, impression : non, confection : Inde, distribution : France, utilisation : France, fin de vie : France"
443 - Tshirt (160g) - C: PK - ATR: 33% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963,667,"T-shirt / Polo : 0,160kg, matière : 97% Polyester provenance  par défaut (Asie - Pacifique), 1% Lin provenance  par défaut (Europe), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tissage : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
444 - Tshirt (190g) - C: VN - ATR: 33% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299,893,"T-shirt / Polo : 0,190kg, matière : 81% Polyester provenance  par défaut (Asie - Pacifique), 12% Lin provenance  par défaut (Europe), 7% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage moyen (par défaut) : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
445 - Tshirt (130g) - C: --- - ATR: 33% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222,763,"T-shirt / Polo : 0,130kg, matière : 87% Coton provenance  par défaut (Asie - Pacifique), 5% Polyester provenance  par défaut (Asie - Pacifique), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Inde, Tricotage Fully fashioned / Seamless : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
446 - Tshirt (280g) - C: RLA - ATR: 100% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515,1700,"T-shirt / Polo : 0,280kg, matière : 69% Polyester provenance  par défaut (Asie - Pacifique), 8% Lin provenance  par défaut (Europe), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Rectiligne : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
447 - Tshirt (280g) - C: RLA - ATR: 100% - 37€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669,1188,"T-shirt / Polo : 0,280kg, matière : 85% Polyester provenance  par défaut (Asie - Pacifique), 12% Lin provenance  par défaut (Europe), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Circulaire : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
448 - Tshirt (100g) - C: IN - ATR: 33% - 26€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077,718,"T-shirt / Polo : 0,100kg, matière : 58% Coton provenance  par défaut (Asie - Pacifique), 7% Lin provenance  par défaut (Europe), 35% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tissage : Inde, ennoblissement : Inde, impression : non, confection : Inde (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
449 - Tshirt (280g) - C: TN - ATR: 33% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603,1244,"T-shirt / Polo : 0,280kg, matière : 68% Lin provenance  par défaut (Europe), 14% Chanvre provenance  par défaut (Asie - Pacifique), 18% Viscose provenance  par défaut (Asie - Pacifique), filature : Inde, Tissage : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
450 - Tshirt (100g) - C: PK - ATR: 0% - 32€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516,357,"T-shirt / Polo : 0,100kg, matière : 89% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), 9% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage moyen (par défaut) : Pakistan, ennoblissement : Pakistan, impression : non, confection : Pakistan, distribution : France, utilisation : France, fin de vie : France"
451 - Tshirt (220g) - C: RLA - ATR: 0% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978,710,"T-shirt / Polo : 0,220kg, matière : 66% Polyester provenance  par défaut (Asie - Pacifique), 21% Lin provenance  par défaut (Europe), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage Intégral / Whole garment : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine, distribution : France, utilisation : France, fin de vie : France"
452 - Tshirt (130g) - C: REO - ATR: 0% - 37€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,500,"T-shirt / Polo : 0,130kg, matière : 70% Coton provenance  par défaut (Asie - Pacifique), 9% Lin provenance  par défaut (Europe), 21% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage Circulaire : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest, distribution : France, utilisation : France, fin de vie : France"
453 - Tshirt (280g) - C: ROC - ATR: 33% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599,1166,"T-shirt / Polo : 0,280kg, matière : 94% Polyester provenance  par défaut (Asie - Pacifique), 1% Chanvre provenance  par défaut (Asie - Pacifique), 5% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage Intégral / Whole garment : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
